ligand_id	smiles	cluster
6Q6	C[C@@H]1C[C@@H](CN(C1)C(=O)C[C@@H](c2ccc3c(c2)OCO3)c4c(cc(cc4OC)OC)O)C	5005
6Q7	CC(C)(C)c1cccc(c1)c2cc(nn2c3ccc(cc3)S(=O)(=O)C)c4ccc(cc4)C(=O)O	5004
6QB	Cn1c(ccn1)Nc2nccc(n2)C3=CC(=O)N(C=C3)[C@H](CO)c4ccc(c(c4)F)Cl	2149
6QJ	Cc1cc(ccc1O)c2cccc(n2)C(=O)c3ccc(c(c3)O)F	119
6QM	CCc1cc(c(cc1O)O)c2c(snn2)c3ccc(cc3)OCC	413
6QO	c1cc(c(c(c1)O)F)c2cccc(n2)C(=O)c3ccc(c(c3)O)F	119
6QU	c1cc(c(c(c1)O)F)c2cccc(n2)C(=O)c3ccc(c(c3O)O)F	119
6QX	CN(C)C1CCC(CC1)Nc2c3c4c(sc3ncn2)CCC4	5003
6QY	CN(C)C1CCC(CC1)Nc2c3c(c[nH]c3ncn2)C4CCOCC4	556
6QZ	CN1[C@H]2CCN(C[C@H]2CC1=O)C3CCC(CC3)Nc4c5c(c[nH]c5ncn4)C6CCOCC6	556
6R0	CN1[C@@H]2CCN(C[C@@H]2CC1=O)C3CCC(CC3)Nc4c5c(c[nH]c5ncn4)C6CCOCC6	556
6R1	c1c(c2c([nH]1)ncnc2NC3CCC(CC3)N4CCOCC4)C5CCOCC5	556
6RB	COc1ccc(c2c1cccc2)CN3CCc4c(c(nn4CCO)C(=O)NCc5ccccc5)C3	485
6RD	Cn1c2c(c(n1)C(=O)NCc3cccc4c3cccc4)CN(CC2)Cc5c[nH]c6c5cccc6	485
6RH	c1nc2c(n1CCCCP(=O)(O)O)N=CNC2=O	399
6RJ	c1cc(c(cc1S(=O)(=O)Nc2nccs2)C#N)Oc3ccc(cc3c4c[nH]nc4)Cl	5002
6RL	CN1C(=O)C=C(N(C1=O)Cc2cc(ccc2C#N)F)N3CCC[C@H](C3)N	278
6RM	CC1=C(N2C(=O)C=C(N=C2S1)COc3ccc(cc3)F)[C@@H]4C[C@H]4CO	5001
6RQ	Cc1cc2c(cc1C)nc([nH]2)N	5000
6RT	c1ccc(cc1)n2cccc2c3nc(nc(n3)N4CC4)N5CC5	1677
6RU	CN(C)c1nc(nc(n1)N(C)C)c2cccn2c3ccccc3	1677
6RV	c1c(nn(c1Cl)CC2=CC(=O)N3C(=C(SC3=N2)C(F)(F)F)[C@@H]4C[C@H]4C#N)C(F)(F)F	894
6RX	CCN1C2=C([C@@H](C3=C(N2)COC3=O)c4ccc(cc4)C)C(=O)NC1=O	4999
6S1	c1ccc(cc1)c2ccc3c(n2)n(c(n3)c4cccnc4N)c5ccc(cc5)C6(CCC6)N	4998
6S3	Cn1c(cc2c1nc(cc2Cl)C(=O)N)c3ccc(cc3)N4CCN(CC4)C	4997
6S4	CC(C)(C)NC(=O)[C@@H]1Cc2ccccc2CN1	1533
6S5	c1ccc2c(c1)C[C@H](NC2)C(=O)N3CCC(CC3)C(=O)NCc4ccco4	4996
6S7	CN(C)CCOc1cc(cnc1)N2C[C@@H]3C[C@H](C2)CNC3	4995
6S9	Cc1cc(ccn1)c2c3cnc(cc3[nH]n2)NC(=O)NCc4ccccc4	4994
6SA	C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)O)O)O)O)CO)O)O)N[C@H]4C=C([C@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O[C@@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O)CO	251
6SB	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C	180
6SC	c1ccc(cc1)c2cc(n3c(n2)c(cn3)Br)NCc4ccncc4	282
6SJ	c1cc(cc(c1)Cl)[C@H]2[C@H]3[C@H](CCN3CC(=O)O)N([C@]24c5ccc(cc5NC4=O)Cl)CC6CC6	4993
6SK	CC(C)(C)CN1C[C@H]([C@@H]([C@@]12c3ccc(cc3NC2=O)Cl)c4cccc(c4)Cl)N	4992
6SL	c1ccc2c(c1)[nH]c(n2)c3cccnc3	1213
6SO	c1cc2c(cc1Cl)c(c[nH]2)CCN	16
6SS	CCOc1cccc(c1)CN2[C@H]([C@H]([C@@H]([C@@]23c4ccc(cc4NC3=O)Cl)c5cccc(c5F)Cl)N)C	4991
6ST	c1cc(c(c(c1)Cl)F)[C@H]2[C@H]3[C@H](C[C@@H](N3)c4ccc(cc4)C(=O)O)N([C@]25c6ccc(cc6NC5=O)Cl)CC7CC7	4990
6T0	CC(C)Cn1cnc2c1c3ccccc3nc2N	4989
6T2	CC1(COC1)COc2ccc3c(c2)ncn3c4ccc5cccc(c5n4)N6CCC(CC6)N	4988
6T3	c1cc2cc(c1)-c3ccnc(n3)Nc4ccc(c(c4)COC/C=C/COC2)OCCN5CCCC5	4987
6T4	Cc1csc(n1)NC(=O)C	4986
6T7	c1cc(cnc1)C2=NN(C(=O)C=C2)CCC(=O)O	4985
6T9	CCOc1ccc(nc1)C(=O)Nc2ccc(c(c2)[C@@]3(C(COC(=N3)N)(F)F)C)F	24
6TA	CC(C)(C)OC(=O)N1CCC2(CC1)C[C@@H]2CNC(=O)N3Cc4ccncc4C3	4984
6TD	COc1ccc(cc1)Cc2nnc3n2nc(s3)c4cc5ccccc5[nH]4	4983
6TE	CN(c1c2cc[nH]c2ncn1)C3CC(C3)NS(=O)(=O)C	1542
6TG	Cc1cc(cc(c1OC)C)[C@]2(N=C(C(=N2)N)C)c3cccc(c3)c4cncnc4	4982
6TP	CC(C)(C)NS(=O)(=O)c1ccc(cc1)c2cc3c(s2)c(cnc3N)C(=O)NC	1676
6U1	CS(=O)(=O)Nc1cccc(c1)CC(=O)Nc2nc(cs2)c3c[nH]c4c3cccn4	651
6U2	CN1CCN(CC1)CCCOc2cccc(c2)CC(=O)Nc3nc(cs3)c4c[nH]c5c4cccn5	651
6U6	c1cc2c(cc1Cl)nc(s2)CCC(=O)O	324
6U7	Cc1cc(ccc1Nc2c3cc(c(cc3ncn2)OC)OC)Oc4ccccc4	473
6U9	CC1=C([C@@H](C(=C(N1)C)C(=O)OC(C)C)c2cccc(c2)[N+](=O)[O-])C(=O)OCCOC	4981
6UB	CCOC(=O)C1=C(NC(=C([C@@H]1c2ccccc2Cl)C(=O)OC)C)COCCN	1675
6UF	c1ccc2c(c1)cc(n2CC(=O)NCc3ccccn3)c4cccs4	4980
6UH	Cc1c(c(no1)c2ccccc2)NC(=O)NCc3ccccc3C(F)(F)F	4979
6UJ	Cc1ncc(c(n1)c2ccccc2)NC(=O)Nc3cccc4c3cccc4	1674
6UM	Cc1ncc(c(n1)c2ccccc2)NC(=O)Nc3ccccn3	1674
6UO	c1ccc(cc1)CS(=O)(=O)N2CCCC[C@H]2C(=O)OCCOC(=O)c3cccnc3	306
6UP	[H]/N=C(\c1ccc2cccc(c2c1)N)/N	1610
6UV	CN(Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@H](CCC(=O)O)C(=O)O	171
6UX	CN(c1ccc(cc1)NC(=O)Nc2ccc(cc2)OC(F)(F)F)c3ccnc(n3)Nc4cccc(c4)S(=O)(=O)N	1350
6V3	CN1CCN(CC1)c2cccc3c2ccc(c3)NC(=O)Nc4ccc(cc4)Oc5ccnc6c5cc[nH]6	4978
6V8	B([C@H](CC(C)C)NC(=O)CNC(=O)c1cc(ccc1Cl)Cl)(O)O	4977
6V9	Cc1ncc(s1)C(=O)O	4976
6VK	C[C@@]1(c2c([nH]nc2NC3=C1C(=O)CC(C3)(C)C)C4CC4)c5ccccc5	4975
6VN	C[C@@H]1C[C@@H](CC(C1)(C)C)n2c3ccc(cc3nc2Nc4ccc(cc4)C(C)C)C(=O)O	4974
6VR	CC(C)CN([C@H]1CCCNC1)C(=O)c2cnc(nc2NCc3ccco3)C(C)(C)C	4973
6VS	CC(C)CN([C@H]1C[C@H](CNC1)C(=O)N2CCOCC2)C(=O)c3cnc(nc3NCCCOC)C(C)(C)C	550
6VT	c1cc(ccc1c2cc3c(cc2Cl)[nH]cc3C(=O)O)C4(CCC4)O	2148
6VU	CC(C)CN([C@H]1C[C@H](CNC1)C(=O)N2CCOCC2)C(=O)c3nc4ccccc4n3CCCCOC	550
6VW	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34	761
6W0	Cn1c2ccsc2cc1C(=O)Nc3cccc(c3)COC	4972
6W1	Cn1c2ccsc2cc1C(=O)Nc3ccccc3COc4ccc(cc4)OC[C@@H]5CCNC5	555
6W3	Cn1c2ccsc2cc1C(=O)Nc3ccccc3COc4ccc(cc4)OC5CCN(CC5)C	555
6W9	c1nc2c(n1CCN(CCCCP(=O)(O)O)CCP(=O)(O)O)N=CNC2=O	399
6WB	c1nc2c(n1CCN(CCP(=O)(O)O)C[C@@H](CO)O)N=CNC2=O	399
6WC	c1nc2c(n1CC(COCP(=O)(O)O)COCP(=O)(O)O)N=CNC2=O	399
6WM	C[C@]12CC[C@@H]3c4ccc(cc4CC[C@H]3[C@@H]1C[C@@H]([C@@H]2O)Cc5ccccc5)O	39
6WS	c1cc(ccc1C(=C(Cl)Cl)c2ccc(cc2)Cl)Cl	4971
6WT	c1cc(ccc1C(c2ccc(cc2)Cl)C(Cl)(Cl)Cl)Cl	1673
6X0	CCn1c2ccsc2cc1C(=O)Nc3cccc(c3COc4ccc(cc4)OC[C@@H]5CCNC5)COC	555
6X1	c1ccc(c(c1)C(=O)O)NC(=O)Nc2cc(cc(c2)Cl)Cl	2147
6X3	Cn1c2ccsc2cc1C(=O)Nc3ccc(cc3)COc4ccc(cc4)OC5CCN(CC5)C	2146
6X5	CCOCc1cccc(c1COc2ccc(cc2)OC[C@@H]3CCNC3)NC(=O)c4cc5c(n4C)ccs5	555
6X7	Cc1cc(cc(c1C(=O)O)O)O	1639
6X8	c1ccc(c(c1)O)I	135
6XB	CC(=O)N1CCc2c(c(n[nH]2)Nc3ccccc3)C1	4970
6XC	CC1=Cc2ccnc(c2NC1=O)NC3CCNCC3	1003
6XE	c1cc2cc(ccc2nc1)Cc3nnc4n3nc(cn4)c5ccc(cc5)F	898
6XG	CC(C)NC(=O)c1cccc(c1)Nc2c3c(n(n2)CC4CC4)CCN(C3)C(=O)C	4969
6XH	CC(=O)N1CCc2c(c(nn2[C@H]3CCOC3)Nc4ccc(cc4F)c5cnn(c5)C)C1	335
6XN	C[C@@H](c1ccc(cc1)Cl)NC(=O)CCc2nc3cccnc3n2Cc4ccc(cc4)OC(F)(F)F	4968
6XS	CN1CCN(CC1)C(=O)[C@H](CNC(=O)c2ccc(s2)Cl)NS(=O)(=O)c3cc(cc(c3Cl)N4CCCCC4=O)F	1646
6XX	Cc1cc(cnc1)c2cnc(c3c2C=C(C(=O)N3)C)N[C@@H]4[C@H](CNC[C@H]4OCC5CCC(CC5)(F)F)OC	137
6Y4	CC(C)[C@@H]1c2c(cn(n2)c3cccc(c3)S(=O)(=O)C)CN1c4ncc(c(n4)C(F)(F)F)CO	1672
6Y8	CC(C)[C@@H]1c2c(cn(n2)c3cccc(c3)S(=O)(=O)C)CN1c4c(cnc(n4)OC)F	1672
6YA	CS(=O)(=O)CCCn1c2ccc(cc2cc1CN3c4cnccc4N(C3=O)CC(F)(F)F)Cl	4967
6YC	COCCN(C[C@H]1CCCN(C1)CC#C)C(=O)c2ccc3ccccc3c2	543
6YD	Cn1cc(cn1)c2cccc(n2)C(=O)Nc3cn(nc3C(=O)N)C	4966
6YE	Cn1cc(c(n1)C(=O)N)NC(=O)c2cnn3c2nc(cc3)N4CCNCC4	4965
6YH	c1ccc2c(c1)ncn2CC(=O)c3ccc(cc3)S(=O)(=O)N	649
6YL	Cc1c(cn(n1)C)c2cc(c(nc2)N)O[C@H](C)c3cc(ccc3C(=O)N(C)C)F	4964
6YN	c1cc(c(c(c1)F)c2ccc3cnc(n3n2)Nc4cnccc4N5CCC[C@@H](C5)N)F	4963
6YP	CCCCc1ccc(cc1)S(=O)(=O)N	67
6YQ	c1ccc2c(c1)ncn2CC(=O)c3ccc(c(c3)Cl)S(=O)(=O)N	649
6Z1	Cc1cc(no1)C(=O)Nc2ccc(c(c2)c3cc(ccn3)C(=O)O)O	143
6Z2	C[C@@H](c1ccc(cc1)F)N2c3c(cnc(n3)Nc4cccnc4)C(C2=O)(C)C	4962
6Z3	Cc1c(scn1)c2ccc(cc2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)C4(CC4)C#N)O	9
6Z4	c1ccc(cc1)c2cc(ccc2[C@H](C(F)(F)F)Oc3cc(nc(n3)N)N4CCC5(CC4)C[C@H](NC5)C(=O)O)Cl	1653
6ZB	c1ccc2c(c1)c(c[nH]2)C[C@@H](C(=O)NO)N	16
6ZE	CCCC1=C(c2cc3c(c(oc3cc2OC1=O)C)C)C	1671
6ZK	c1cc(cnc1)CNc2cc(nc3n2ncc3Br)c4ccc(cc4)c5ccc(cc5)C(=O)N	282
6ZO	c1cc2c(cc1C(=O)CCN3CCN(CC3)C(=O)OCc4cc(cc(c4)Cl)Cl)OC(=O)N2	4961
6ZP	c1ccc(cc1)N2C=C(C=C(C2=O)c3ccccc3C#N)c4ccccn4	4960
6ZT	Cc1cc(ccc1[C@H]2c3c(nn(c3C(C)C)c4ccccc4OC)C(=O)N2c5cc(ccc5OCCN(C)C)Cl)Cl	4959
6ZU	CC1=C(C(=O)Oc2c1ccc(c2)OS(=O)(=O)C)Cc3ccccc3	4958
6ZV	CCN1CCN(CC1)Cc2ccc(nc2)Nc3ncc(c(n3)c4cc5c(c(c4)F)nc(n5C(C)C)C)F	4957
6ZW	CCN(CC)c1ccc2c(c1)OC(=O)C=C2C	1936
6ZY	Cc1c(oc2c1cc3c(c2)OC(=O)C(=C3C)CCC(=O)N4CCCCC4)C	1671
6ZZ	CN(C)C(=O)c1cc2cnc(nc2n1C3CCCC3)Nc4ccc(cn4)N5CCNCC5	779
700	c1ccc(cc1)C[C@@H](C(=O)N2CC(C2)C(=O)O)NC(=O)c3cc4cc(ccc4[nH]3)Cl	1557
701	C[C@@H](C(=O)N1CCOCC1)N2CC[C@@H](C2=O)NS(=O)(=O)\C=C(/C)\c3ccc(s3)Cl	30
704	C[C@@H](C(=O)N(C)C)Nc1c(cnc(n1)c2c[nH]c3c2cc(cn3)Cl)F	4956
706	CC1(CNc2c1ccc(c2)NC(=O)c3cccnc3NCc4ccncc4)C	1670
70A	Cc1cc2ccc1[C@H](COC(=O)Nc3ccc(c(c3)CN(C(=O)[C@@H]2Nc4ccc5c(c4)ccnc5N)C)C6(CC6)c7[nH]nnn7)C	1012
70B	COc1cccc(c1)C(=O)N[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)S[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)NC(=O)c4cccc(c4)OC)O)CO)O	4955
70C	Cc1cc2ccc1[C@H](COC(=O)Nc3ccc(c(c3)CN(C(=O)[C@@H]2Nc4ccc5c(c4)c(cnc5N)F)C)C6(CCCCC6)C(=O)O)C	547
70D	Cc1cc2ccc1[C@H](COC(=O)Nc3ccc(c(c3)CN(C(=O)[C@@H]2Nc4ccc5c(c4)c(cnc5N)F)C)C6(CCC6)C(=O)O)C	547
70P	C[C@@H](c1ccccc1)Nc2nccc(n2)N3[C@H](COC3=O)C(C)C	1651
70V	CC1C(=O)CCCC1=O	4954
70X	[H]/N=C\1/N[C@](CC(=O)N1Cc2cccc(c2)C(=O)NCc3ccccc3)(C)C(C)C	1669
70Y	[H]/N=C\1/N[C@](CC(=O)N1Cc2cccc(c2)N3C[C@H](CC3=O)c4ccccc4)(C)C(C)C	1669
710	c1cc2c(cc1CN3CCCCC3)cc([nH]2)c4c5ccc(cc5[nH]n4)c6c(n[nH]n6)CO	923
712	C[C@H](c1ccc(cc1)F)NC(=O)c2cc(cc(c2)N(C)S(=O)(=O)C)COC(=O)[C@@](C)(Cc3ccccc3)N	1045
713	Cc1cc(n(n1)Cc2ccc(cc2)C(=O)NCc3ccc(cc3Cl)F)C	4953
715	c1c(c(cc(c1F)F)F)C[C@H](CC(=O)N2CCn3c(nnc3C(F)(F)F)C2)N	353
717	c1csc2n1cc(n2)CO	4952
718	c1cc2c(cc1O)CCCC2=O	4951
71A	c1cc(cnc1)O	260
71C	c1ccc(cc1)Oc2cccc(c2)CN(C3CCCc4c3cccc4)C(=O)c5cc(c(cc5C(=O)O)C(=O)O)C(=O)O	4950
71K	Cc1c(cccc1N)N	1668
71L	Cc1cc(nc(c1)N)C	4949
71M	Cc1cccc(n1)N	4948
71P	CC(=O)N[C@@H]1CCc2cc(c(c(c2C3=CC=C(C(=O)C=C13)SC)OC)OC)OC	480
71Q	c1cc(oc1)C(=O)N2CCN(CC2)CC(=O)Nc3cc(ccc3Cl)C(F)(F)F	4947
71R	[H]/N=C(\N)/N[C@@H]1[C@H]([C@@H]([C@H]([C@@H]([C@H]1O)O)O[C@H]2[C@@H]([C@]([C@@H](O2)C)(CO)O)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)N/C(=N\[H])/N)O	1186
71S	Cc1cc(nc(c1)N)CCc2cc(cnc2)[C@H](Cc3cc(cc(n3)N)C)CN	4
71T	COc1ccc(cc1)N2CCN(CC2)C(=O)c3cc4c(s3)-c5ccccc5S(=O)(=O)C4	4946
71V	c1nc2c(n1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)nc(nc2S)N	0
71W	CCCCCCC1=C([C@@]2(CC[C@@H]([C@@H]2C1)O)C(=C)c3ccccc3)c4ccccc4	1227
720	CCCn1cc(nc1)C[C@H](CCCN)C(=O)O	4945
723	c1ccc(cc1)C2=C(C(=O)Nc3c2cc(cc3)Cl)CC(=O)O	4944
724	C[C@]1(C(=O)NC(=O)N1)CN2C(=O)c3cc(ccc3N2)OC	1667
727	COc1ccc2c(c1)C(=O)N(N2)C[C@@]3(C(=O)NC(=O)N3)c4ccccc4	1667
728	c1ccc(c(c1)[C@H]2CCCN2C(=O)CNC(=O)NCc3ccc(cc3)N)Br	185
729	Cc1cc(ccc1NC(=O)Nc2cc(on2)C(C)(C)C)c3cc([nH]n3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C	897
72D	c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N	130
72E	Cc1ccccc1c2ccc(cc2)S(=O)(=O)N	1666
72G	c1cc(cc(c1)c2ccc(cc2)S(=O)(=O)N)C=O	130
72H	c1ccc2c(c1)cc(cn2)c3ccc(cc3)S(=O)(=O)N	1665
72P	Cc1c(c2ccc(cc2n1c3ccccc3)Cl)Sc4cccc(c4)C(=O)O	4943
72R	c1cc2c(cc1F)C(=O)C(=O)N2	806
72S	Cc1cccc2c1NC(=O)C2=O	1664
72T	c1cc2c(c(c1)C(F)(F)F)NC(=O)C2=O	1664
72V	CN1c2ccccc2C(=O)C1=O	554
72X	CNC[C@H](CC1CCCCC1)NC(=O)N2CCC[C@H](C2)[C@@](CCCCOC)(c3cccc(c3)Cl)O	1663
732	CNC(=O)[C@H](C1CCCCC1)NC(=O)c2ccc(o2)c3ccc(cc3)Cl	1662
733	Cc1cc(c2cc(cc(c2n1)C(=O)N)F)NCc3c(ccc(c3Cl)Cl)Cl	4942
734	c1ccnc(c1)N[C@@H](c2ccco2)c3cc(c4cccnc4c3O)Cl	4941
735	Cc1c(sc(n1)c2ccc(cc2)C(F)(F)F)C(=O)NCc3ccc(cc3)OC(C)(C)C(=O)O	4940
736	CS(=O)(=O)N1CCC(CC1)[C@H]2c3ccc(cc3C(=Cc4c2nccc4)N5CCNCC5)Cl	4939
738	c1ccc(c(c1)C(=O)Nc2c(c3c(s2)CCCC3)C#N)F	896
73B	C[C@H]1C[C@H](c2cc(ccc2N1C(=O)C)c3ccc(cc3)C(=O)O)Nc4ccc(cc4)Cl	1611
73D	CCN1c2ccccc2C(=O)C1=O	554
73E	c1ccc(cc1)c2[nH]c(nn2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O	4938
73F	c1ccc(cc1)CCN2c3ccccc3C(=O)C2=O	554
73K	CS(=O)(=O)c1ccc(cc1)c2cnc(n3c2nnc3)NCc4ccco4	1364
73Q	Cc1c2c(n(n1)C)N(c3ccc(cc3C2=O)Cl)O	4937
73R	CCC[C@@H]1C[C@@H](CC[C@@H]1N2CC[C@@H](C2=O)Nc3c4cc(ccc4ncn3)C(F)(F)F)N(C)C(C)C	4936
73T	Cc1c(cccc1N2C(=O)c3cccc(c3N(C2=O)C)F)c4c(cc(c5c4c6c([nH]5)C[C@H](CC6)C(C)(C)O)C(=O)N)F	4935
73V	CCCNC(=O)[C@@H]1[C@H](O1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N2CCC[C@H]2C(=O)OCc3ccccc3	551
73X	c1cc(c(cc1N2CCN(CC2)c3cnc(nc3N)N)Cl)Cl	1573
740	c1cc(ccc1CC(=O)Nc2c3cc(ccc3[nH]n2)N4CCCS4(=O)=O)N5CCCCC5	4934
741	Cn1ccnc1Sc2ccc(cc2Cl)Nc3c4cc(c(cc4ncc3C#N)OCCC[N@@](C)CCO)OC	669
744	Cc1ccc(cc1NC(=O)[C@H]2CC(=O)N(C2)C3CCCCC3)Cl	349
745	[H]/N=C(/c1ccc2cc(ccc2c1)[C@@H]3C[C@H]3c4ccccc4)\N	228
746	Cc1c(cccc1NC(=O)c2ccc(cc2)C(C)(C)C)C3=CN(C(=O)C(=N3)Nc4ccc(cc4)C(=O)N5CCOCC5)C	553
748	Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN(CCN(C)C)C(=O)c5cccnc5	195
749	CC(=CCC/C(=C/CC(P(=O)(O)O)(P(=O)(O)O)C/C=C(/CCC=C(C)C)\C)/C)C	4933
74A	CCCN(CCC)C(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc2cc(cc(c2)F)F)[C@@H]([C@H]3CN(CCN3)C(=O)c4ccccc4)O)C	31
74B	c1c(c(cc(c1[C@]23CO[C@H](C[C@H]2CSC(=N3)N)CF)F)F)CNCC(F)(F)F	359
74F	C[C@@H](c1nc(nn1C)c2cnc(c(n2)n3c4ccccc4nn3)N)N5CCOCC5	118
74H	Cn1c(nc(n1)c2cnc(c(n2)n3ccc(n3)C(=O)N)N)C4(CC4)c5ccccc5	118
74J	Cn1c(nc(n1)c2cnc(c(n2)n3cc(cn3)C(=O)N)N)C4(CC4)c5ccccc5	118
74K	Cn1c(nc(n1)c2cnc(c(n2)c3cnn(c3)C(=O)N)N)C4(CC4)c5ccccc5	118
74L	Cn1c(nc(n1)c2cnc(c(n2)c3cnn(c3)S(=O)(=O)N(C)C)N)C4(CC4)c5ccccc5	118
74M	CCCNC(=O)[C@@H]1[C@H](O1)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N2CCC[C@H]2C(=O)OC	551
74N	Cn1c(nc(n1)c2cnc(c(n2)c3ccc(cc3)C(=O)N)N)C4(CC4)c5ccccc5	118
74O	Cn1c(nc(n1)c2cnc(c(n2)c3c[nH]nc3)N)C4(CC4)c5ccccc5	118
74Q	Cn1c(nc(n1)c2cnc(c(n2)n3c4ccccc4nn3)N)C5(CC5)c6ccccc6	118
74U	c1ccc(cc1)c2nc3ccccc3c(n2)NCc4ccco4	895
74W	CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CNC(=S)Nc3ccc(c(c3)C(F)(F)F)Cl)O	980
74X	CC1=CN(C(=O)NC1=O)[C@@H]2C[C@@H]([C@H](O2)CNC(=S)Nc3ccc(c(c3)C(F)(F)F)Cl)O	980
74Y	Cc1ccc(c(n1)NCc2ccco2)C(=O)N3CCCCCC3	4932
74Z	c1cc(oc1)CNc2c3c4c(sc3ncn2)CCCC4	4931
750	CC(C)C[C@@H](C(=O)N[C@H]1CCCN(CC1=O)C(=O)Cc2cccc(c2)c3ccccn3)NC(=O)c4cc5cc(ccc5o4)OCCN6CCOCC6	4930
751	COc1ccc(cc1)c2cccc(c2)S(=O)(=O)N3CCN(CC3)c4c(nccn4)c5ccc(cc5)OC	1661
752	c1ccc(c(c1)c2[nH]c(nn2)SCC(=O)Nc3nc4ccccc4s3)C(=O)O	1574
754	CCCOc1cc2c(cc1/C(=C\C=C\C(=C\C(=O)O)\C)/C)C(CCC2(C)C)(C)C	4929
755	CC(C)(C)C(=O)N[C@H]1CCC[C@H]1CNc2cc(ccc2C(=O)O)Cl	4928
757	CC(C)[C@@H](C(=O)Nc1cc(cc(c1)C(=O)O)C(=O)O)NC(=O)C[C@H]([C@H](COc2cc(cc(c2)F)F)NC(=O)c3cc(cc(c3)N(C)S(=O)(=O)C)C(=O)N[C@H](C)c4ccccc4)O	1859
758	CC(C)(C)C(=O)NCc1ccc(c(c1)C(=O)Nc2[nH]ccn2)Cl	4927
75A	CC(=O)N[C@@H](Cc1ccc(cc1)C(F)(F)P(=O)(O)O)C(=O)N[C@@H](CCCNC(=O)c2cccc(c2)I)C(=O)N	394
75D	CC(C)c1cc(c(c(c1)C(C)C)S(=O)(=O)O)C(C)C	4926
75H	CC1=C(C(=O)N(N1CC(C)(C)O)c2ccccc2)C(=O)Nc3ccc(c(c3)F)Oc4ccnc5c4ccc(c5)OC	124
75O	CN(C)c1ccc(c(n1)OC)c2cc3c(cc2Cl)[nH]cc3C(=O)O	809
75Q	Cc1ccc(c(n1)C)COc2c(cc(cc2Cl)c3ccnc(c3)N4CCNCC4)Cl	63
75R	Cc1ccnc(c1COc2c(cc(cc2Cl)c3ccnc(c3)N4CCNCC4)Cl)C	63
75S	Cc1c(cccn1)COc2c(cc(cc2Cl)c3ccnc(c3)N4CCNCC4)Cl	63
75T	Cc1c(cccn1)COc2ccc(cc2)c3cccc(c3)C4CCNCC4	4925
75U	CCOC(=O)c1c(n(c2c1c(c(c(c2)Br)O)CN(C)C)C)CSc3ccccc3	4924
75V	CC[C@H](C)[C@@H](C(=O)N[C@@H](C)C(=O)O)NC(=O)[C@@H]1[C@H](O1)C(=O)OCC	1660
760	c1ccc(cc1)CNc2c3ccccc3nc4c2CCCC4	1858
761	c1ccc2cc(c(cc2c1)C(=O)O)NC(=O)C(=O)O	4923
768	[H]/N=C/1\N(c2ccccc2N1C[C@H](COc3ccc(cc3Cl)Cl)O)CCN4CCCCC4	4922
76A	c1cc(ccc1c2ccc(cc2)O)c3c4c([nH]n3)-c5ccc(cc5C4)C(=O)NC6CCC(CC6)O	4921
76C	Cc1c(cncc1F)N2C(=O)c3c(cccc3Cl)N=C2[C@H](C)Nc4c(c(nc(n4)N)N)C#N	902
76D	CC(C)c1cc(c(c(c1)C(C)C)C(=O)O)C(C)C	4920
76P	CN(C)C1CCC(CC1)Oc2c3cc(ccc3ncn2)[N+](=O)[O-]	4919
76Y	c1ccc(c(c1)Cn2cccc2C(=O)N)Cl	4918
76Z	CC(C)(C#Cc1ccc2c(c1)-c3nc(cn3CCO2)C(=O)N)O	4917
771	COc1cc(c(cc1OCc2ccccc2)NS(=O)(=O)C)CNc3ccc(cc3)C(=N)N	4916
772	c1cc2ccc(nc2c(c1)OP(=O)(O)O)C#N	4915
774	c1cc(nc-2c1OCCc3c2scc3)C(=O)N	4914
775	CCCC1=CC(=O)n2c(c(c(n2)NCc3ccc(cc3)Cl)C#N)N1	1659
